seq,channel,size,sid,dbs,fn_q,dbc,fmt,fdf,syt_be,syt
382,0,72,2,2,0,32,144,1,0x6319,6499
384,0,8,2,2,0,40,144,1,0xFFFF,65535
386,0,72,2,2,0,40,144,1,0x7883,33656
388,0,72,2,2,0,48,144,1,0x91EE,61073
390,0,8,2,2,0,56,144,1,0xFFFF,65535
392,0,72,2,2,0,56,144,1,0xA758,22695
394,0,72,2,2,0,64,144,1,0xC0C2,49856
396,0,8,2,2,0,72,144,1,0xFFFF,65535
398,0,72,2,2,0,72,144,1,0xD62C,11478
400,0,72,2,2,0,80,144,1,0xEB96,38635
402,0,72,2,2,0,88,144,1,0x0501,261
404,0,8,2,2,0,96,144,1,0xFFFF,65535
406,0,72,2,2,0,96,144,1,0x1A6B,27418
408,0,72,2,2,0,104,144,1,0x33D5,54579
410,0,8,2,2,0,112,144,1,0xFFFF,65535
412,0,72,2,2,0,112,144,1,0x493F,16201
414,0,72,2,2,0,120,144,1,0x62A9,43362
416,0,8,2,2,0,128,144,1,0xFFFF,65535
418,0,72,2,2,0,128,144,1,0x7814,5240
420,0,72,2,2,0,136,144,1,0x917E,32401
422,0,8,2,2,0,144,144,1,0xFFFF,65535
424,0,72,2,2,0,144,144,1,0xA6E8,59558
426,0,72,2,2,0,152,144,1,0xC052,21184
428,0,8,2,2,0,160,144,1,0xFFFF,65535
430,0,72,2,2,0,160,144,1,0xD5BC,48341
432,0,72,2,2,0,168,144,1,0xEB27,10219
434,0,72,2,2,0,176,144,1,0x0491,37124
436,0,8,2,2,0,184,144,1,0xFFFF,65535
438,0,72,2,2,0,184,144,1,0x19FB,64281
440,0,72,2,2,0,192,144,1,0x3365,25907
442,0,8,2,2,0,200,144,1,0xFFFF,65535
444,0,72,2,2,0,200,144,1,0x48CF,53064
446,0,72,2,2,0,208,144,1,0x623A,14946
448,0,8,2,2,0,216,144,1,0xFFFF,65535
450,0,72,2,2,0,216,144,1,0x77A4,42103
452,0,72,2,2,0,224,144,1,0x910E,3729
454,0,8,2,2,0,232,144,1,0xFFFF,65535
456,0,72,2,2,0,232,144,1,0xA678,30886
458,0,72,2,2,0,240,144,1,0xBBE2,58043
460,0,8,2,2,0,248,144,1,0xFFFF,65535
462,0,72,2,2,0,248,144,1,0xD54D,19925
464,0,72,2,2,0,0,144,1,0xEAB7,47082
466,0,72,2,2,0,8,144,1,0x0421,8452
468,0,8,2,2,0,16,144,1,0xFFFF,65535
470,0,72,2,2,0,16,144,1,0x198B,35609
472,0,72,2,2,0,24,144,1,0x32F5,62770
474,0,8,2,2,0,32,144,1,0xFFFF,65535
476,0,72,2,2,0,32,144,1,0x4860,24648
478,0,72,2,2,0,40,144,1,0x61CA,51809
480,0,8,2,2,0,48,144,1,0xFFFF,65535
482,0,72,2,2,0,48,144,1,0x7734,13431
484,0,72,2,2,0,56,144,1,0x909E,40592
486,0,8,2,2,0,64,144,1,0xFFFF,65535
488,0,72,2,2,0,64,144,1,0xA608,2214
490,0,72,2,2,0,72,144,1,0xBB73,29627
492,0,72,2,2,0,80,144,1,0xD4DD,56788
494,0,8,2,2,0,88,144,1,0xFFFF,65535
496,0,72,2,2,0,88,144,1,0xEA47,18410
498,0,72,2,2,0,96,144,1,0x03B1,45315
500,0,8,2,2,0,216,144,1,0xFFFF,65535
502,0,8,2,2,0,152,144,1,0xFFFF,65535
504,0,72,2,2,0,152,144,1,0xD87A,31448
506,0,72,2,2,0,160,144,1,0xF1E5,58865
508,0,8,2,2,0,168,144,1,0xFFFF,65535
510,0,72,2,2,0,168,144,1,0x074F,20231
512,0,72,2,2,0,176,144,1,0x20B9,47392
514,0,8,2,2,0,184,144,1,0xFFFF,65535
516,0,72,2,2,0,184,144,1,0x3623,9014
518,0,72,2,2,0,192,144,1,0x4B8D,36171
520,0,72,2,2,0,200,144,1,0x64F8,63588
522,0,8,2,2,0,208,144,1,0xFFFF,65535
524,0,72,2,2,0,208,144,1,0x7A62,25210
526,0,72,2,2,0,216,144,1,0x93CC,52371
528,0,8,2,2,0,224,144,1,0xFFFF,65535
530,0,72,2,2,0,224,144,1,0xA936,13993
532,0,72,2,2,0,232,144,1,0xC2A0,41154
534,0,8,2,2,0,240,144,1,0xFFFF,65535
536,0,72,2,2,0,240,144,1,0xD80B,3032
538,0,72,2,2,0,248,144,1,0xF175,30193
540,0,8,2,2,0,0,144,1,0xFFFF,65535
542,0,72,2,2,0,0,144,1,0x06DF,57094
544,0,72,2,2,0,8,144,1,0x2049,18720
546,0,8,2,2,0,16,144,1,0xFFFF,65535
548,0,72,2,2,0,16,144,1,0x35B3,45877
550,0,72,2,2,0,24,144,1,0x4B1E,7755
552,0,72,2,2,0,32,144,1,0x6488,34916
554,0,8,2,2,0,40,144,1,0xFFFF,65535
556,0,72,2,2,0,40,144,1,0x79F2,62073
558,0,72,2,2,0,48,144,1,0x935C,23699
560,0,8,2,2,0,56,144,1,0xFFFF,65535
562,0,72,2,2,0,56,144,1,0xA8C6,50856
564,0,72,2,2,0,64,144,1,0xC231,12738
566,0,8,2,2,0,72,144,1,0xFFFF,65535
568,0,72,2,2,0,72,144,1,0xD79B,39895
570,0,72,2,2,0,80,144,1,0xF105,1521
572,0,8,2,2,0,88,144,1,0xFFFF,65535
574,0,72,2,2,0,88,144,1,0x066F,28422
576,0,72,2,2,0,96,144,1,0x1BD9,55579
578,0,8,2,2,0,104,144,1,0xFFFF,65535
580,0,72,2,2,0,104,144,1,0x3544,17461
582,0,72,2,2,0,112,144,1,0x4AAE,44618
584,0,72,2,2,0,120,144,1,0x6418,6244
586,0,8,2,2,0,128,144,1,0xFFFF,65535
588,0,72,2,2,0,128,144,1,0x7982,33401
590,0,72,2,2,0,136,144,1,0x92EC,60562
592,0,8,2,2,0,144,144,1,0xFFFF,65535
594,0,72,2,2,0,144,144,1,0xA857,22440
596,0,72,2,2,0,152,144,1,0xC1C1,49601
598,0,8,2,2,0,160,144,1,0xFFFF,65535
600,0,72,2,2,0,160,144,1,0xD72B,11223
602,0,72,2,2,0,168,144,1,0xF095,38384
604,0,8,2,2,0,176,144,1,0xFFFF,65535
606,0,72,2,2,0,176,144,1,0x05FF,65285
608,0,72,2,2,0,184,144,1,0x1B6A,27163
610,0,72,2,2,0,192,144,1,0x34D4,54324
612,0,8,2,2,0,200,144,1,0xFFFF,65535
614,0,72,2,2,0,200,144,1,0x4A3E,15946
616,0,72,2,2,0,208,144,1,0x63A8,43107
618,0,8,2,2,0,216,144,1,0xFFFF,65535
620,0,72,2,2,0,216,144,1,0x7912,4729
622,0,72,2,2,0,224,144,1,0x927D,32146
624,0,8,2,2,0,232,144,1,0xFFFF,65535
626,0,72,2,2,0,232,144,1,0xA7E7,59303
628,0,72,2,2,0,240,144,1,0xC151,20929
630,0,8,2,2,0,248,144,1,0xFFFF,65535
632,0,72,2,2,0,248,144,1,0xD6BB,48086
634,0,72,2,2,0,0,144,1,0xF025,9712
636,0,8,2,2,0,8,144,1,0xFFFF,65535
638,0,72,2,2,0,8,144,1,0x0590,36869
640,0,72,2,2,0,16,144,1,0x1AFA,64026
642,0,72,2,2,0,24,144,1,0x3464,25652
644,0,8,2,2,0,32,144,1,0xFFFF,65535
646,0,72,2,2,0,32,144,1,0x49CE,52809
648,0,72,2,2,0,40,144,1,0x6338,14435
650,0,8,2,2,0,48,144,1,0xFFFF,65535
652,0,72,2,2,0,48,144,1,0x78A3,41848
654,0,72,2,2,0,56,144,1,0x920D,3474
656,0,8,2,2,0,64,144,1,0xFFFF,65535
658,0,72,2,2,0,64,144,1,0xA777,30631
660,0,72,2,2,0,72,144,1,0xC0E1,57792
662,0,8,2,2,0,80,144,1,0xFFFF,65535
664,0,72,2,2,0,80,144,1,0xD64B,19414
666,0,72,2,2,0,88,144,1,0xEBB6,46827
668,0,8,2,2,0,96,144,1,0xFFFF,65535
670,0,72,2,2,0,96,144,1,0x0520,8197
672,0,72,2,2,0,104,144,1,0x1A8A,35354
674,0,72,2,2,0,112,144,1,0x33F4,62515
676,0,8,2,2,0,120,144,1,0xFFFF,65535
678,0,72,2,2,0,120,144,1,0x495E,24137
680,0,72,2,2,0,128,144,1,0x62C9,51554
682,0,8,2,2,0,136,144,1,0xFFFF,65535
684,0,72,2,2,0,136,144,1,0x7833,13176
686,0,72,2,2,0,144,144,1,0x919D,40337
688,0,8,2,2,0,152,144,1,0xFFFF,65535
690,0,72,2,2,0,152,144,1,0xA707,1959
692,0,72,2,2,0,160,144,1,0xC071,29120
694,0,8,2,2,0,168,144,1,0xFFFF,65535
696,0,72,2,2,0,168,144,1,0xD5DC,56533
698,0,72,2,2,0,176,144,1,0xEB46,18155
700,0,72,2,2,0,184,144,1,0x04B0,45060
702,0,8,2,2,0,192,144,1,0xFFFF,65535
704,0,72,2,2,0,192,144,1,0x1A1A,6682
706,0,72,2,2,0,200,144,1,0x3384,33843
708,0,8,2,2,0,208,144,1,0xFFFF,65535
710,0,72,2,2,0,208,144,1,0x48EF,61256
712,0,72,2,2,0,216,144,1,0x6259,22882
714,0,8,2,2,0,224,144,1,0xFFFF,65535
716,0,72,2,2,0,224,144,1,0x77C3,50039
718,0,72,2,2,0,232,144,1,0x912D,11665
720,0,8,2,2,0,240,144,1,0xFFFF,65535
722,0,72,2,2,0,240,144,1,0xA697,38822
724,0,72,2,2,0,248,144,1,0xC002,704
726,0,8,2,2,0,0,144,1,0xFFFF,65535
728,0,72,2,2,0,0,144,1,0xD56C,27861
730,0,72,2,2,0,8,144,1,0xEAD6,55018
732,0,72,2,2,0,16,144,1,0x0440,16388
734,0,8,2,2,0,24,144,1,0xFFFF,65535
736,0,72,2,2,0,24,144,1,0x19AA,43545
738,0,72,2,2,0,32,144,1,0x3315,5427
740,0,8,2,2,0,40,144,1,0xFFFF,65535
742,0,72,2,2,0,40,144,1,0x487F,32584
744,0,72,2,2,0,48,144,1,0x61E9,59745
746,0,8,2,2,0,56,144,1,0xFFFF,65535
748,0,72,2,2,0,56,144,1,0x7753,21367
750,0,72,2,2,0,64,144,1,0x90BD,48528
752,0,8,2,2,0,72,144,1,0xFFFF,65535
754,0,72,2,2,0,72,144,1,0xA628,10406
756,0,72,2,2,0,80,144,1,0xBB92,37563
758,0,72,2,2,0,88,144,1,0xD4FC,64724
760,0,8,2,2,0,96,144,1,0xFFFF,65535
762,0,72,2,2,0,96,144,1,0xEA66,26346
764,0,72,2,2,0,104,144,1,0x03D0,53251
766,0,8,2,2,0,112,144,1,0xFFFF,65535
768,0,72,2,2,0,112,144,1,0x193B,15129
770,0,72,2,2,0,120,144,1,0x32A5,42290
772,0,8,2,2,0,128,144,1,0xFFFF,65535
774,0,72,2,2,0,128,144,1,0x480F,3912
776,0,72,2,2,0,136,144,1,0x6179,31073
778,0,8,2,2,0,144,144,1,0xFFFF,65535
780,0,72,2,2,0,144,144,1,0x76E3,58230
782,0,72,2,2,0,152,144,1,0x904E,20112
784,0,8,2,2,0,160,144,1,0xFFFF,65535
786,0,72,2,2,0,160,144,1,0xA5B8,47269
788,0,72,2,2,0,168,144,1,0xBB22,8891
790,0,72,2,2,0,176,144,1,0xD48C,36052
792,0,8,2,2,0,184,144,1,0xFFFF,65535
794,0,72,2,2,0,184,144,1,0xE9F6,63209
796,0,72,2,2,0,192,144,1,0x0361,24835
798,0,8,2,2,0,200,144,1,0xFFFF,65535
800,0,72,2,2,0,200,144,1,0x18CB,51992
802,0,72,2,2,0,208,144,1,0x3235,13618
804,0,8,2,2,0,216,144,1,0xFFFF,65535
806,0,72,2,2,0,216,144,1,0x479F,40775
808,0,72,2,2,0,224,144,1,0x6109,2401
810,0,8,2,2,0,232,144,1,0xFFFF,65535
812,0,72,2,2,0,232,144,1,0x7674,29814
814,0,72,2,2,0,240,144,1,0x8BDE,56971
816,0,8,2,2,0,248,144,1,0xFFFF,65535
818,0,72,2,2,0,248,144,1,0xA548,18597
820,0,72,2,2,0,0,144,1,0xBAB2,45754
822,0,72,2,2,0,8,144,1,0xD41C,7380
824,0,8,2,2,0,16,144,1,0xFFFF,65535
826,0,72,2,2,0,16,144,1,0xE987,34793
828,0,72,2,2,0,24,144,1,0x02F1,61698
830,0,8,2,2,0,32,144,1,0xFFFF,65535
832,0,72,2,2,0,32,144,1,0x185B,23320
834,0,72,2,2,0,40,144,1,0x31C5,50481
836,0,8,2,2,0,48,144,1,0xFFFF,65535
838,0,72,2,2,0,48,144,1,0x472F,12103
840,0,72,2,2,0,56,144,1,0x609A,39520
842,0,8,2,2,0,64,144,1,0xFFFF,65535
844,0,72,2,2,0,64,144,1,0x7604,1142
846,0,72,2,2,0,72,144,1,0x8B6E,28299
848,0,72,2,2,0,80,144,1,0xA4D8,55460
850,0,8,2,2,0,88,144,1,0xFFFF,65535
852,0,72,2,2,0,88,144,1,0xBA42,17082
854,0,72,2,2,0,96,144,1,0xD3AD,44499
856,0,8,2,2,0,104,144,1,0xFFFF,65535
858,0,72,2,2,0,104,144,1,0xE917,6121
860,0,72,2,2,0,112,144,1,0x0281,33026
862,0,8,2,2,0,120,144,1,0xFFFF,65535
864,0,72,2,2,0,120,144,1,0x17EB,60183
866,0,72,2,2,0,128,144,1,0x3155,21809
868,0,8,2,2,0,136,144,1,0xFFFF,65535
870,0,72,2,2,0,136,144,1,0x46C0,49222
872,0,72,2,2,0,144,144,1,0x602A,10848
874,0,8,2,2,0,152,144,1,0xFFFF,65535
876,0,72,2,2,0,152,144,1,0x7594,38005
878,0,72,2,2,0,160,144,1,0x8AFE,65162
880,0,72,2,2,0,168,144,1,0xA468,26788
882,0,8,2,2,0,176,144,1,0xFFFF,65535
884,0,72,2,2,0,176,144,1,0xB9D3,54201
886,0,72,2,2,0,184,144,1,0xD33D,15827
888,0,8,2,2,0,192,144,1,0xFFFF,65535
890,0,72,2,2,0,192,144,1,0xE8A7,42984
892,0,72,2,2,0,200,144,1,0x0211,4354
894,0,8,2,2,0,208,144,1,0xFFFF,65535
896,0,72,2,2,0,208,144,1,0x177B,31511
898,0,72,2,2,0,216,144,1,0x30E6,58928
900,0,8,2,2,0,224,144,1,0xFFFF,65535
902,0,72,2,2,0,224,144,1,0x4650,20550
904,0,72,2,2,0,232,144,1,0x5BBA,47707
906,0,8,2,2,0,240,144,1,0xFFFF,65535
908,0,72,2,2,0,240,144,1,0x7524,9333
910,0,72,2,2,0,248,144,1,0x8A8E,36490
912,0,72,2,2,0,0,144,1,0xA3F9,63907
914,0,8,2,2,0,8,144,1,0xFFFF,65535
916,0,72,2,2,0,8,144,1,0xB963,25529
918,0,72,2,2,0,16,144,1,0xD2CD,52690
920,0,8,2,2,0,24,144,1,0xFFFF,65535
922,0,72,2,2,0,24,144,1,0xE837,14312
924,0,72,2,2,0,32,144,1,0x01A1,41217
926,0,8,2,2,0,40,144,1,0xFFFF,65535
928,0,72,2,2,0,40,144,1,0x170C,3095
930,0,72,2,2,0,48,144,1,0x3076,30256
932,0,8,2,2,0,56,144,1,0xFFFF,65535
934,0,72,2,2,0,56,144,1,0x45E0,57413
936,0,72,2,2,0,64,144,1,0x5B4A,19035
938,0,72,2,2,0,72,144,1,0x74B4,46196
940,0,8,2,2,0,80,144,1,0xFFFF,65535
942,0,72,2,2,0,80,144,1,0x8A1F,8074
944,0,72,2,2,0,88,144,1,0xA389,35235
946,0,8,2,2,0,96,144,1,0xFFFF,65535
948,0,72,2,2,0,96,144,1,0xB8F3,62392
950,0,72,2,2,0,104,144,1,0xD25D,24018
952,0,8,2,2,0,112,144,1,0xFFFF,65535
954,0,72,2,2,0,112,144,1,0xE7C7,51175
956,0,72,2,2,0,120,144,1,0x0132,12801
958,0,8,2,2,0,128,144,1,0xFFFF,65535
960,0,72,2,2,0,128,144,1,0x169C,39958
962,0,72,2,2,0,136,144,1,0x3006,1584
964,0,8,2,2,0,144,144,1,0xFFFF,65535
966,0,72,2,2,0,144,144,1,0x4570,28741
968,0,72,2,2,0,152,144,1,0x5ADA,55898
970,0,72,2,2,0,160,144,1,0x7445,17780
972,0,8,2,2,0,168,144,1,0xFFFF,65535
974,0,72,2,2,0,168,144,1,0x89AF,44937
976,0,72,2,2,0,176,144,1,0xA319,6563
978,0,8,2,2,0,184,144,1,0xFFFF,65535
980,0,72,2,2,0,184,144,1,0xB883,33720
982,0,72,2,2,0,192,144,1,0xD1ED,60881
984,0,8,2,2,0,200,144,1,0xFFFF,65535
986,0,72,2,2,0,200,144,1,0xE758,22759
988,0,72,2,2,0,208,144,1,0x00C2,49664
990,0,8,2,2,0,216,144,1,0xFFFF,65535
992,0,72,2,2,0,216,144,1,0x162C,11286
994,0,72,2,2,0,224,144,1,0x2B96,38443
996,0,72,2,2,0,232,144,1,0x4500,69
998,0,8,2,2,0,240,144,1,0xFFFF,65535
1000,0,72,2,2,0,240,144,1,0x5A6B,27482
